IP1,IP2,IP3,IP4,IP5,IP6,Average,Predikat
3.98,2.56,3.27,3.94,2.94,2.39,3.18,Sangat Memuaskan
2.75,3.58,2.18,2.29,3.93,2.38,2.85,Sangat Memuaskan
3.61,3.05,3.35,3.40,3.16,3.27,3.31,Sangat Memuaskan
3.16,3.38,3.24,2.95,3.41,2.19,3.06,Sangat Memuaskan
3.89,3.72,3.76,3.53,2.82,2.67,3.40,Sangat Memuaskan
2.27,3.49,3.69,2.64,3.97,2.51,3.10,Sangat Memuaskan
3.86,2.82,2.73,3.61,2.63,3.61,3.21,Sangat Memuaskan
3.88,3.63,2.95,2.34,3.17,2.11,3.01,Sangat Memuaskan
3.76,2.85,2.63,3.81,2.05,3.60,3.12,Sangat Memuaskan
2.11,3.04,2.01,2.76,3.18,2.81,2.65,Memuaskan
3.35,3.71,3.81,2.29,2.57,3.92,3.28,Sangat Memuaskan
2.69,2.29,2.43,3.73,3.85,2.34,2.89,Sangat Memuaskan
2.11,2.93,2.60,2.41,2.51,2.87,2.57,Memuaskan
2.46,2.44,3.26,2.23,3.45,2.06,2.65,Memuaskan
2.58,2.59,3.30,3.92,2.11,3.20,2.95,Sangat Memuaskan
2.96,2.56,2.02,3.76,2.99,2.55,2.81,Sangat Memuaskan
3.11,2.01,2.61,2.09,2.63,3.11,2.59,Memuaskan
2.48,2.12,2.80,3.94,3.31,3.16,2.97,Sangat Memuaskan
2.86,3.70,3.48,2.82,3.34,2.92,3.19,Sangat Memuaskan
2.79,3.19,3.94,2.62,3.07,3.34,3.16,Sangat Memuaskan
2.89,2.36,3.12,2.47,2.01,2.67,2.59,Memuaskan
3.55,2.99,3.34,3.63,3.55,2.58,3.27,Sangat Memuaskan
3.14,2.06,2.58,3.42,3.87,3.66,3.12,Sangat Memuaskan
2.06,2.12,3.67,2.74,2.00,3.99,2.76,Sangat Memuaskan
3.03,3.35,3.24,2.77,3.17,2.11,2.95,Sangat Memuaskan
3.96,2.95,2.05,2.32,3.86,2.37,2.92,Sangat Memuaskan
3.02,3.14,3.24,3.75,2.34,3.85,3.22,Sangat Memuaskan
2.26,2.59,2.14,3.32,2.08,2.20,2.43,Memuaskan
3.56,3.01,3.17,3.83,2.50,2.82,3.15,Sangat Memuaskan
2.86,3.22,3.78,2.87,3.68,3.71,3.35,Sangat Memuaskan
3.44,2.23,3.13,3.65,3.59,2.20,3.04,Sangat Memuaskan
3.38,3.15,3.31,2.33,3.45,2.21,2.97,Sangat Memuaskan
2.74,3.62,3.11,2.71,2.71,2.90,2.97,Sangat Memuaskan
3.23,2.61,3.96,3.37,2.82,2.56,3.09,Sangat Memuaskan
2.36,2.98,3.21,3.07,3.41,2.78,2.97,Sangat Memuaskan
3.46,3.22,3.88,2.51,2.34,2.49,2.99,Sangat Memuaskan
2.03,2.93,3.57,2.47,2.64,2.72,2.73,Memuaskan
2.49,3.89,3.02,2.32,2.56,3.23,2.92,Sangat Memuaskan
3.52,3.50,2.21,3.53,3.27,2.09,3.02,Sangat Memuaskan
2.01,3.87,2.39,2.44,2.76,2.59,2.68,Memuaskan
3.79,2.86,3.18,3.01,3.08,3.52,3.24,Sangat Memuaskan
3.05,3.03,2.03,3.06,3.20,2.08,2.74,Memuaskan
2.03,3.01,3.16,3.99,3.02,3.29,3.08,Sangat Memuaskan
3.20,2.68,3.96,2.50,3.01,3.99,3.22,Sangat Memuaskan
3.16,2.58,3.45,2.11,3.16,3.01,2.91,Sangat Memuaskan
3.29,3.90,2.43,3.44,3.27,2.26,3.10,Sangat Memuaskan
3.18,2.01,3.76,3.47,3.28,3.76,3.24,Sangat Memuaskan
3.77,2.65,2.40,2.58,2.12,3.74,2.88,Sangat Memuaskan
3.05,2.42,2.09,2.87,2.10,3.71,2.71,Memuaskan
3.80,3.90,3.20,3.71,2.04,3.58,3.37,Sangat Memuaskan
2.02,2.84,2.65,2.54,2.26,2.05,2.39,Memuaskan
2.90,2.78,3.20,3.36,2.87,2.57,2.95,Sangat Memuaskan
3.09,2.38,3.38,3.63,2.29,3.42,3.03,Sangat Memuaskan
3.52,3.91,2.38,2.63,2.42,4.00,3.14,Sangat Memuaskan
3.99,3.11,2.89,2.64,2.77,3.86,3.21,Sangat Memuaskan
2.68,2.03,3.73,2.19,3.10,2.09,2.64,Memuaskan
3.83,2.04,2.57,2.50,3.98,2.92,2.97,Sangat Memuaskan
3.81,3.07,2.02,2.30,2.80,3.61,2.94,Sangat Memuaskan
2.08,2.65,2.35,3.98,2.90,2.65,2.77,Sangat Memuaskan
2.54,3.56,2.36,3.24,3.14,3.50,3.06,Sangat Memuaskan
3.61,3.81,3.46,2.55,3.95,3.67,3.51,Sangat Memuaskan
2.81,3.93,3.93,2.58,2.85,2.93,3.17,Sangat Memuaskan
2.10,2.20,3.34,2.34,2.19,3.03,2.53,Memuaskan
2.64,3.29,2.82,3.23,3.45,2.27,2.95,Sangat Memuaskan
2.10,3.30,2.10,3.08,2.24,4.00,2.80,Sangat Memuaskan
3.35,3.06,3.03,2.10,2.20,3.14,2.81,Sangat Memuaskan
2.46,3.18,3.28,2.14,2.21,2.45,2.62,Memuaskan
3.56,3.63,2.98,2.70,3.84,3.80,3.42,Sangat Memuaskan
3.52,3.47,2.49,2.99,2.53,3.51,3.08,Sangat Memuaskan
2.24,3.23,3.23,2.73,2.06,3.58,2.84,Sangat Memuaskan
2.36,2.57,2.17,2.84,3.57,3.25,2.79,Sangat Memuaskan
3.11,3.40,2.65,3.35,2.83,2.98,3.05,Sangat Memuaskan
3.90,2.10,2.59,3.57,2.60,2.66,2.90,Sangat Memuaskan
2.57,3.24,3.47,3.34,2.05,2.76,2.91,Sangat Memuaskan
3.43,3.87,3.76,3.71,3.32,2.99,3.51,Cumlaude
3.99,2.39,2.15,2.86,2.19,2.29,2.64,Memuaskan
3.46,2.99,3.16,2.31,2.89,3.92,3.12,Sangat Memuaskan
3.77,3.59,3.01,3.80,3.94,3.81,3.65,Cumlaude
3.58,2.44,3.50,2.74,2.12,2.89,2.88,Sangat Memuaskan
2.49,3.19,3.25,3.97,3.00,2.97,3.14,Sangat Memuaskan
2.87,2.60,2.51,3.87,2.45,3.03,2.89,Sangat Memuaskan
2.23,3.52,3.72,3.72,2.31,3.60,3.18,Sangat Memuaskan
2.65,2.41,2.70,3.70,3.20,2.49,2.86,Sangat Memuaskan
2.33,2.97,3.40,3.22,2.54,2.07,2.75,Memuaskan
2.26,3.16,3.06,2.26,2.54,1.99,2.54,Memuaskan
2.99,1.86,2.93,3.42,1.27,1.15,2.27,Memuaskan
3.20,2.53,3.60,1.95,3.83,3.56,3.11,Sangat Memuaskan
3.28,2.45,2.99,2.30,1.97,1.68,2.44,Memuaskan
1.49,2.04,1.91,3.69,3.07,2.56,2.46,Memuaskan
3.23,3.34,2.30,2.26,2.35,2.10,2.60,Memuaskan
1.37,2.44,1.34,2.01,1.88,3.33,2.06,Memuaskan
2.31,1.08,3.36,2.96,2.03,1.58,2.22,Memuaskan
1.28,2.35,3.49,2.37,1.79,3.64,2.49,Memuaskan
2.37,2.16,2.85,2.30,1.82,3.92,2.57,Memuaskan
3.11,1.24,2.34,3.39,1.38,3.07,2.42,Memuaskan
1.35,2.73,3.12,1.22,3.41,3.12,2.49,Memuaskan
2.00,2.57,3.56,3.24,2.73,3.63,2.95,Sangat Memuaskan
2.50,1.15,2.05,2.58,3.96,2.35,2.43,Memuaskan
1.77,2.78,2.90,2.36,1.60,3.87,2.55,Memuaskan
3.41,2.80,2.77,3.09,3.22,2.40,2.95,Sangat Memuaskan
1.19,3.12,2.98,2.54,3.47,3.11,2.73,Memuaskan
1.31,2.13,1.44,1.75,3.47,1.44,1.92,Tidak Lulus
1.74,3.64,3.82,3.00,3.23,2.75,3.03,Sangat Memuaskan
3.90,1.42,3.95,1.66,3.86,3.25,3.00,Sangat Memuaskan
3.13,3.00,3.94,1.96,2.96,1.78,2.80,Sangat Memuaskan
3.68,2.13,2.24,1.76,2.90,3.78,2.75,Memuaskan
3.21,1.06,3.78,3.90,1.87,3.38,2.87,Sangat Memuaskan
1.80,1.58,3.36,3.80,1.21,2.04,2.30,Memuaskan
2.26,2.93,1.32,3.62,3.12,2.01,2.54,Memuaskan
1.32,2.66,2.18,3.05,3.67,2.10,2.49,Memuaskan
1.04,3.41,1.38,3.73,3.10,2.34,2.50,Memuaskan
1.89,2.41,1.71,2.03,3.14,2.99,2.36,Memuaskan
2.89,2.52,2.11,2.89,2.75,2.61,2.63,Memuaskan
3.84,3.62,2.73,3.61,2.90,3.76,3.41,Sangat Memuaskan
2.08,1.39,3.16,2.94,1.77,1.74,2.18,Memuaskan
3.95,2.20,2.57,1.14,1.21,3.99,2.51,Memuaskan
2.99,3.88,2.39,1.20,3.83,2.73,2.84,Sangat Memuaskan
2.91,1.61,2.78,1.48,2.28,3.00,2.34,Memuaskan
3.53,3.69,1.97,1.94,3.16,3.26,2.92,Sangat Memuaskan
2.36,1.84,1.83,2.37,1.04,1.90,1.89,Tidak Lulus
1.16,2.26,2.61,2.19,2.67,3.76,2.44,Memuaskan
2.78,2.85,1.79,3.52,3.83,1.26,2.67,Memuaskan
1.87,2.29,3.75,1.96,1.78,2.50,2.36,Memuaskan
3.27,2.26,3.52,3.58,2.99,3.18,3.13,Sangat Memuaskan
3.19,2.41,1.47,1.69,3.49,3.40,2.61,Memuaskan
2.17,1.88,2.17,2.79,2.90,3.06,2.49,Memuaskan
2.95,1.64,2.05,3.76,1.22,2.42,2.34,Memuaskan
1.90,3.58,1.34,2.90,2.87,2.11,2.45,Memuaskan
2.48,1.41,3.14,1.77,1.94,3.85,2.43,Memuaskan
2.56,3.33,1.52,3.84,2.19,2.59,2.67,Memuaskan
1.55,1.97,3.50,2.40,3.57,2.21,2.53,Memuaskan
3.98,2.84,3.19,2.97,2.73,2.77,3.08,Sangat Memuaskan
3.20,3.84,3.97,2.52,1.81,1.63,2.83,Sangat Memuaskan
3.91,1.05,3.12,3.64,3.60,2.50,2.97,Sangat Memuaskan
2.79,1.06,2.93,3.00,1.54,2.79,2.35,Memuaskan
3.88,2.47,1.22,1.54,2.53,1.45,2.18,Memuaskan
2.66,2.39,1.53,2.03,2.39,3.81,2.47,Memuaskan
1.24,3.98,3.24,3.01,3.15,2.71,2.89,Sangat Memuaskan
3.41,3.19,2.21,1.32,1.28,2.29,2.28,Memuaskan
1.49,3.53,3.26,1.70,3.54,1.13,2.44,Memuaskan
2.07,3.35,3.66,3.03,2.45,3.73,3.05,Sangat Memuaskan
1.23,2.12,2.89,2.00,2.94,1.45,2.10,Memuaskan
1.56,1.82,1.06,2.42,3.97,3.04,2.31,Memuaskan
1.71,1.91,1.25,2.09,3.49,3.48,2.32,Memuaskan
2.55,1.28,2.16,2.20,1.23,2.04,1.91,Tidak Lulus
3.93,2.08,3.75,1.19,1.47,1.71,2.35,Memuaskan
3.52,1.42,2.38,1.96,1.82,1.17,2.04,Memuaskan
2.74,1.51,2.42,1.43,1.40,1.37,1.81,Tidak Lulus
2.05,2.18,1.21,2.26,1.72,3.28,2.12,Memuaskan
3.20,1.99,1.15,2.37,3.96,3.49,2.70,Memuaskan
1.81,3.31,3.63,1.09,3.76,2.40,2.67,Memuaskan
1.41,2.88,3.51,2.21,1.29,2.33,2.27,Memuaskan
2.89,3.81,3.14,3.45,1.95,2.20,2.91,Sangat Memuaskan
1.85,1.37,1.51,2.54,3.24,1.39,1.98,Tidak Lulus
3.33,1.29,3.77,2.14,2.72,2.51,2.63,Memuaskan
1.74,2.03,1.90,2.13,3.15,3.95,2.48,Memuaskan
2.48,2.55,2.19,3.02,2.43,3.08,2.63,Memuaskan
1.26,1.89,1.46,1.74,2.07,3.30,1.95,Tidak Lulus
3.49,3.15,2.63,3.34,2.11,1.89,2.77,Sangat Memuaskan
3.52,2.52,3.62,1.49,1.37,1.99,2.42,Memuaskan
3.77,1.35,2.44,2.18,2.10,3.04,2.48,Memuaskan
3.41,2.24,1.89,2.64,1.72,2.51,2.40,Memuaskan
1.46,2.80,1.37,2.92,3.44,1.48,2.24,Memuaskan
2.70,3.92,1.92,2.08,1.80,1.85,2.38,Memuaskan
2.39,3.95,1.02,2.20,3.92,1.04,2.42,Memuaskan
1.37,2.07,3.41,3.91,1.38,1.70,2.31,Memuaskan
3.26,1.16,2.90,3.08,2.60,1.93,2.49,Memuaskan
2.24,2.27,1.06,3.50,1.53,3.85,2.41,Memuaskan
1.02,1.57,3.60,3.60,1.12,3.18,2.35,Memuaskan
1.26,3.72,3.96,1.69,1.17,2.11,2.32,Memuaskan
2.68,2.53,1.25,2.39,3.34,2.64,2.47,Memuaskan
1.74,1.42,1.07,1.47,3.82,3.40,2.15,Memuaskan
3.76,2.86,2.53,1.81,1.38,3.44,2.63,Memuaskan
3.85,1.05,1.55,1.59,2.31,2.34,2.11,Memuaskan
1.59,3.98,1.56,2.49,3.01,3.29,2.65,Memuaskan
2.78,1.16,3.99,3.01,3.51,2.39,2.81,Sangat Memuaskan
1.34,1.03,3.42,2.75,2.16,1.87,2.10,Memuaskan
2.92,2.34,3.21,3.43,1.39,3.04,2.72,Memuaskan
2.68,1.55,1.98,2.37,3.70,1.53,2.30,Memuaskan
3.23,1.70,2.72,2.37,3.81,3.36,2.87,Sangat Memuaskan
3.38,3.37,3.34,1.88,3.56,1.22,2.79,Sangat Memuaskan
1.86,2.90,1.80,2.43,3.72,1.30,2.34,Memuaskan
2.30,3.93,2.69,1.26,3.16,3.73,2.85,Sangat Memuaskan
1.48,2.76,1.04,1.92,1.11,3.02,1.89,Tidak Lulus
1.36,1.15,1.88,3.71,1.34,3.53,2.16,Memuaskan
2.31,3.78,3.54,3.98,1.04,1.99,2.77,Sangat Memuaskan
3.33,2.88,2.69,1.30,3.46,3.94,2.93,Sangat Memuaskan
2.45,2.06,3.37,1.00,1.24,1.93,2.01,Memuaskan
2.94,2.79,2.46,1.34,3.72,3.13,2.73,Memuaskan
2.36,3.34,2.31,1.07,1.18,1.42,1.94,Tidak Lulus
3.95,2.92,2.36,1.33,3.06,3.60,2.87,Sangat Memuaskan
3.97,1.22,1.49,3.86,3.14,1.94,2.60,Memuaskan
2.78,3.38,1.38,1.22,2.14,1.89,2.13,Memuaskan
2.00,1.55,2.08,2.09,3.47,1.62,2.13,Memuaskan
2.67,2.05,2.95,3.93,1.69,1.24,2.42,Memuaskan
2.57,1.89,1.20,2.62,2.63,2.50,2.24,Memuaskan
3.73,2.09,3.05,3.60,3.86,3.92,3.38,Sangat Memuaskan
2.63,2.84,2.74,1.57,1.51,1.31,2.10,Memuaskan
2.22,2.67,1.62,1.41,1.63,1.15,1.78,Tidak Lulus
3.97,2.96,1.40,3.72,3.62,3.26,3.15,Sangat Memuaskan
1.94,1.69,1.87,2.88,2.50,3.51,2.40,Memuaskan
2.83,3.09,1.90,1.25,2.81,1.04,2.15,Memuaskan
3.93,1.76,2.86,3.17,1.54,3.27,2.75,Memuaskan
1.87,2.30,2.24,3.07,3.38,2.69,2.59,Memuaskan
3.71,3.76,2.57,2.09,2.68,3.45,3.04,Sangat Memuaskan
3.96,2.96,1.04,3.47,2.35,2.49,2.71,Memuaskan
2.47,2.99,1.61,2.24,3.84,2.34,2.58,Memuaskan
3.49,3.94,3.30,1.22,3.92,2.39,3.04,Sangat Memuaskan
3.09,4.00,2.02,1.17,2.25,3.34,2.64,Memuaskan
3.08,2.63,2.99,1.41,1.34,2.22,2.28,Memuaskan
2.05,2.14,1.46,3.42,3.12,2.83,2.50,Memuaskan
1.14,2.02,1.46,3.98,2.31,3.45,2.39,Memuaskan
3.21,1.02,2.19,2.91,2.16,1.74,2.21,Memuaskan
3.27,1.21,2.16,2.67,1.22,3.93,2.41,Memuaskan
2.62,1.81,2.79,2.61,3.91,1.08,2.47,Memuaskan
1.38,2.66,2.91,3.52,3.32,2.23,2.67,Memuaskan
2.60,1.74,2.29,2.65,2.41,3.72,2.57,Memuaskan
1.55,1.72,1.50,3.21,2.28,1.36,1.94,Tidak Lulus
3.60,2.55,3.30,2.90,2.23,1.28,2.64,Memuaskan
1.27,3.15,1.29,3.46,3.55,2.38,2.52,Memuaskan
1.69,2.33,3.57,2.69,3.85,1.13,2.54,Memuaskan
2.28,1.66,3.62,3.25,2.66,3.64,2.85,Sangat Memuaskan
3.86,3.38,2.69,1.49,2.96,1.16,2.59,Memuaskan
2.97,3.65,1.81,1.67,1.39,1.74,2.21,Memuaskan
1.41,1.59,1.99,2.64,2.98,3.04,2.28,Memuaskan
2.45,3.66,2.94,2.57,2.04,1.39,2.51,Memuaskan
3.88,3.46,1.01,1.00,2.96,3.78,2.68,Memuaskan
1.66,1.77,1.13,2.52,2.15,2.94,2.03,Memuaskan
1.28,2.41,1.03,1.18,2.92,1.92,1.79,Tidak Lulus
2.47,2.56,3.24,1.88,3.27,1.85,2.54,Memuaskan
2.04,2.57,2.43,3.03,1.55,3.58,2.53,Memuaskan
1.87,1.76,1.47,3.51,3.32,1.01,2.16,Memuaskan
3.39,3.94,3.69,1.91,3.69,1.88,3.08,Sangat Memuaskan
2.47,2.90,1.31,2.05,2.20,3.74,2.44,Memuaskan
2.38,2.47,1.41,2.40,2.88,3.40,2.49,Memuaskan
2.06,3.73,2.17,2.40,1.51,2.14,2.34,Memuaskan
1.19,1.19,3.01,3.62,1.18,2.52,2.12,Memuaskan
2.84,3.95,3.00,2.66,3.05,1.48,2.83,Sangat Memuaskan
3.99,1.11,3.24,1.35,2.03,1.76,2.25,Memuaskan
1.34,3.93,1.74,3.46,1.31,3.08,2.48,Memuaskan
3.54,3.67,3.63,1.80,2.95,2.82,3.07,Sangat Memuaskan
2.57,1.29,2.71,1.10,3.12,3.84,2.44,Memuaskan
2.68,1.99,3.27,1.86,2.36,3.38,2.59,Memuaskan
1.24,3.97,2.45,2.28,1.65,3.02,2.43,Memuaskan
1.93,3.29,1.39,1.38,1.52,2.88,2.07,Memuaskan
2.36,3.79,1.62,3.73,1.88,3.39,2.79,Sangat Memuaskan
1.94,1.76,1.16,1.82,1.04,3.23,1.82,Tidak Lulus
2.97,3.14,3.64,1.61,3.49,2.91,2.96,Sangat Memuaskan
3.78,3.00,3.16,1.60,1.92,3.44,2.82,Sangat Memuaskan
1.61,2.71,1.25,2.17,1.56,2.72,2.00,Memuaskan
1.33,3.66,2.41,2.12,1.23,1.23,2.00,Tidak Lulus
1.49,1.92,1.62,2.65,3.49,1.73,2.15,Memuaskan
1.33,2.40,2.51,1.25,1.20,3.35,2.01,Memuaskan
3.76,1.88,2.96,3.30,3.30,2.49,2.95,Sangat Memuaskan
3.86,2.78,1.84,3.50,2.42,3.87,3.05,Sangat Memuaskan
2.79,3.53,2.57,3.60,1.81,1.12,2.57,Memuaskan
2.76,2.15,2.79,2.35,1.85,3.04,2.49,Memuaskan
1.01,1.29,2.57,2.52,3.21,3.38,2.33,Memuaskan
3.13,3.05,2.64,3.42,2.88,1.77,2.82,Sangat Memuaskan
1.16,3.22,3.70,1.65,2.49,1.47,2.28,Memuaskan
3.36,3.26,2.71,2.62,2.07,3.25,2.88,Sangat Memuaskan
1.27,2.39,2.92,2.41,3.79,2.80,2.60,Memuaskan
3.29,3.01,3.79,1.07,1.75,2.39,2.55,Memuaskan
1.72,1.37,3.97,1.14,1.08,2.71,2.00,Tidak Lulus
2.14,3.30,2.64,2.37,3.28,3.53,2.88,Sangat Memuaskan
1.98,2.08,2.32,3.20,1.45,2.93,2.33,Memuaskan
3.12,3.69,2.01,2.07,3.32,1.74,2.66,Memuaskan
3.96,1.83,1.78,3.97,1.71,3.45,2.78,Sangat Memuaskan
3.79,2.37,3.75,3.48,1.38,3.47,3.04,Sangat Memuaskan
1.94,1.79,3.21,3.43,2.74,3.19,2.72,Memuaskan
1.20,3.83,3.21,3.06,1.05,2.26,2.43,Memuaskan
1.92,2.42,3.41,1.25,3.65,3.80,2.74,Memuaskan
1.86,2.01,3.09,2.66,3.96,2.20,2.63,Memuaskan
2.25,2.01,1.61,3.46,1.63,2.22,2.20,Memuaskan
3.02,2.19,1.14,2.68,3.90,1.39,2.39,Memuaskan
2.81,2.02,2.53,2.60,2.75,1.97,2.45,Memuaskan
3.45,2.34,1.65,3.58,2.15,3.54,2.79,Sangat Memuaskan
1.12,3.59,1.25,1.31,1.94,1.30,1.75,Tidak Lulus
3.02,3.99,1.58,1.01,2.67,1.10,2.23,Memuaskan
2.50,1.61,1.43,1.45,1.05,3.30,1.89,Tidak Lulus
1.90,3.02,1.45,1.72,3.01,3.10,2.36,Memuaskan
1.77,3.88,1.55,2.38,1.01,1.54,2.02,Memuaskan
2.34,3.63,3.53,1.09,3.05,1.06,2.45,Memuaskan
1.05,2.67,2.58,3.27,2.25,3.42,2.54,Memuaskan
3.86,1.03,3.91,1.93,2.38,3.00,2.68,Memuaskan
3.83,2.42,1.58,1.82,1.24,1.16,2.01,Memuaskan
3.84,3.98,1.03,2.91,2.95,3.31,3.00,Sangat Memuaskan
2.85,2.49,2.47,3.28,1.85,1.48,2.40,Memuaskan
3.14,2.98,3.22,1.59,3.72,3.12,2.96,Sangat Memuaskan
3.51,2.70,2.03,1.26,1.16,3.64,2.38,Memuaskan
2.37,3.94,2.65,2.08,3.16,2.05,2.71,Memuaskan
1.39,3.50,2.32,3.10,3.50,2.29,2.68,Memuaskan
2.52,3.73,3.55,3.66,1.77,1.06,2.72,Memuaskan
2.15,2.37,3.33,2.74,3.70,3.70,3.00,Sangat Memuaskan
2.12,2.43,1.63,2.40,2.19,3.33,2.35,Memuaskan
2.67,3.54,3.07,3.38,3.44,3.41,3.25,Sangat Memuaskan
1.92,1.26,1.21,2.45,3.39,3.11,2.23,Memuaskan
3.69,3.03,3.60,3.24,1.63,1.09,2.71,Memuaskan
2.14,3.90,3.58,3.50,2.47,1.67,2.88,Sangat Memuaskan
3.41,3.75,1.60,2.20,1.11,2.34,2.40,Memuaskan
3.53,3.51,2.81,3.82,3.66,1.65,3.16,Sangat Memuaskan
3.49,3.09,3.10,2.24,1.29,2.60,2.64,Memuaskan
2.18,3.89,1.23,2.50,1.68,3.89,2.56,Memuaskan
2.48,2.30,3.27,3.58,3.64,2.38,2.94,Sangat Memuaskan
1.18,1.98,1.80,1.58,1.53,2.30,1.73,Tidak Lulus
2.34,1.76,1.42,1.73,3.93,3.60,2.47,Memuaskan
2.93,2.97,3.02,1.01,2.03,2.49,2.41,Memuaskan
2.84,1.47,2.21,3.20,3.12,3.64,2.75,Memuaskan
2.76,1.73,1.57,1.97,2.81,1.78,2.10,Memuaskan
1.22,3.29,1.02,3.13,1.32,1.01,1.83,Tidak Lulus
3.86,3.07,3.45,2.33,2.13,3.03,2.98,Sangat Memuaskan
2.53,1.30,2.35,3.75,3.37,1.26,2.43,Memuaskan
1.94,3.89,2.68,1.09,3.60,2.70,2.65,Memuaskan
3.78,3.61,3.29,2.25,2.05,3.94,3.15,Sangat Memuaskan
1.46,2.78,1.04,2.46,2.62,2.21,2.09,Memuaskan
1.65,2.20,2.68,3.73,1.59,1.29,2.19,Memuaskan
3.72,3.72,3.99,2.14,3.98,1.65,3.20,Sangat Memuaskan
3.03,3.19,2.95,1.75,2.42,1.24,2.43,Memuaskan
3.49,2.39,3.83,1.94,1.35,2.91,2.65,Memuaskan
1.49,2.93,2.62,2.57,2.83,1.98,2.40,Memuaskan
1.95,2.82,3.72,1.17,3.69,1.01,2.39,Memuaskan
3.10,3.70,1.06,3.07,2.85,3.18,2.83,Sangat Memuaskan
3.12,2.79,2.72,1.41,3.00,3.77,2.80,Sangat Memuaskan
2.75,2.55,1.91,1.96,3.17,1.73,2.35,Memuaskan
3.76,2.50,2.98,1.93,2.37,1.31,2.47,Memuaskan
1.72,3.19,1.76,2.37,1.41,1.35,1.97,Tidak Lulus
3.82,3.87,1.16,3.36,3.27,1.76,2.87,Sangat Memuaskan
2.22,2.14,3.72,3.39,3.78,2.05,2.88,Sangat Memuaskan
1.64,2.73,2.99,2.97,3.68,2.59,2.77,Sangat Memuaskan
2.70,2.64,2.90,2.74,2.31,2.74,2.67,Memuaskan
2.15,3.08,2.55,1.57,2.24,3.44,2.51,Memuaskan
2.20,3.23,2.41,3.54,2.47,2.39,2.71,Memuaskan
3.39,1.11,1.45,1.34,3.11,1.61,2.00,Memuaskan
2.61,3.29,2.53,3.12,3.30,2.05,2.82,Sangat Memuaskan
1.33,1.31,2.58,3.88,2.09,2.44,2.27,Memuaskan
3.95,3.57,2.83,3.91,1.89,3.74,3.32,Sangat Memuaskan
2.72,2.79,2.27,1.86,2.30,3.21,2.52,Memuaskan
2.23,3.48,3.36,2.45,2.01,3.19,2.78,Sangat Memuaskan
3.64,1.95,3.71,3.00,3.57,2.43,3.05,Sangat Memuaskan
1.03,1.53,2.81,3.63,2.41,3.07,2.42,Memuaskan
1.93,2.68,2.11,2.47,1.32,3.80,2.38,Memuaskan
3.75,2.02,3.04,2.39,1.36,3.48,2.67,Memuaskan
3.85,1.07,3.98,3.72,3.21,2.34,3.03,Sangat Memuaskan
1.53,1.04,2.06,3.05,2.88,2.14,2.12,Memuaskan
1.84,3.20,1.38,3.35,1.33,3.48,2.43,Memuaskan
3.23,1.21,1.47,1.10,2.16,3.23,2.07,Memuaskan
2.85,3.83,1.35,3.69,3.84,1.91,2.91,Sangat Memuaskan
2.68,3.29,2.73,2.99,3.54,3.73,3.16,Sangat Memuaskan
3.26,2.73,1.11,1.83,1.76,3.87,2.43,Memuaskan
1.93,1.34,1.72,1.08,1.08,3.67,1.80,Tidak Lulus
1.78,3.20,2.51,3.83,3.09,1.04,2.57,Memuaskan
1.88,2.76,3.98,3.11,3.24,1.09,2.68,Memuaskan
1.88,3.61,3.08,3.79,2.07,2.16,2.76,Sangat Memuaskan
1.27,2.55,3.27,1.23,1.04,1.15,1.75,Tidak Lulus
1.67,1.72,2.90,1.25,1.64,3.95,2.19,Memuaskan
3.41,3.25,3.94,3.77,3.96,1.55,3.31,Sangat Memuaskan
2.56,2.38,1.52,2.38,2.16,3.66,2.44,Memuaskan
2.01,2.64,2.18,1.86,3.81,3.23,2.62,Memuaskan
1.84,1.16,3.54,3.41,2.25,3.62,2.64,Memuaskan
3.77,1.26,3.02,1.43,3.10,3.97,2.76,Memuaskan
1.70,1.05,3.21,1.84,2.30,1.06,1.86,Tidak Lulus
2.71,3.43,1.10,1.43,1.25,1.16,1.85,Tidak Lulus
2.28,1.54,1.55,1.93,1.51,3.53,2.06,Memuaskan
1.25,3.16,3.38,2.57,1.86,1.67,2.31,Memuaskan
1.72,3.33,2.03,2.75,3.68,2.25,2.63,Memuaskan
2.45,3.78,1.13,2.52,1.67,3.77,2.55,Memuaskan
3.44,2.94,3.76,2.14,1.89,2.93,2.85,Sangat Memuaskan
3.88,2.27,1.71,2.43,3.25,1.18,2.45,Memuaskan
1.82,1.42,3.13,2.36,3.79,2.41,2.49,Memuaskan
1.34,3.78,2.11,3.24,2.49,3.90,2.81,Sangat Memuaskan
1.97,1.77,3.07,2.68,3.53,3.39,2.74,Memuaskan
3.71,2.92,3.61,2.60,3.80,2.93,3.26,Sangat Memuaskan
1.37,1.37,3.43,2.84,3.32,2.72,2.51,Memuaskan
3.60,2.25,1.60,1.79,3.28,1.60,2.35,Memuaskan
1.53,2.23,1.01,3.95,1.89,2.56,2.19,Memuaskan
1.79,3.26,2.06,3.13,3.35,2.38,2.66,Memuaskan
1.85,1.07,1.88,2.18,1.69,3.37,2.01,Memuaskan
2.88,1.83,3.90,3.17,3.69,1.48,2.82,Sangat Memuaskan
3.64,2.23,1.90,3.50,3.31,1.78,2.73,Memuaskan
3.48,2.86,1.06,3.16,2.06,3.88,2.75,Memuaskan
1.20,3.90,2.14,2.68,2.67,2.95,2.59,Memuaskan
2.92,1.73,3.69,2.65,1.87,3.55,2.73,Memuaskan
